n,2,5,10,50,100,200,300
10,0.18,0.05,0.12,0.43,0.2,0.1,0.07
50,0.01,0.38,0.98,0.63,0.96,1.0,1.0
100,0.11,0.86,1.0,1.0,1.0,1.0,1.0
200,0.21,1.0,1.0,1.0,1.0,1.0,1.0
300,0.42,1.0,1.0,1.0,1.0,1.0,1.0
