ns,empirical,theoretical
10,0.17792217728393347,508.22288802998077
110,0.08315231031907436,153.2349663151137
210,0.07780983395715568,110.90332639554539
310,0.07188383412508721,91.2795253015445
410,0.06889512834151389,79.37108030153392
510,0.07175327676586114,71.16543883555795
610,0.07027213201008044,65.07127289384428
710,0.06783605385919238,60.31496017882897
810,0.06602510656745678,56.46920978110897
910,0.06636734013570178,53.27623471968502
1000,0.06631812668240804,50.822288802998074
